0.000000	0.000318	0.000190	0.000328	0.000691
0.000156	0.000386	0.000106	0.000283	0.000250
0.000312	0.000341	0.000143	0.000296	0.000862
0.000469	0.000257	0.000325	0.000257	-0.000276
0.000625	0.000278	0.000276	0.000305	0.000270
0.000781	0.000395	0.000201	0.000259	6.495663E-5
0.000937	0.000380	0.000267	0.000263	0.000425
0.001094	0.000444	0.000323	0.000310	-2.623052E-6
0.001250	0.000427	0.000366	0.000311	0.000525
0.001406	0.000401	0.000438	0.000261	-0.000701
0.001562	0.000457	0.000511	0.000302	0.000997
0.001719	0.000568	0.000520	0.000283	2.856382E-6
0.001875	0.000554	0.000565	0.000275	0.000831
0.002031	0.000462	0.000742	0.000321	0.000226
0.002187	0.000594	0.000711	0.000279	-0.000144
0.002344	0.000629	0.000572	0.000296	0.000604
0.002500	0.000646	0.000628	0.000274	0.000486
0.002656	0.000562	0.000703	0.000313	-0.000427
0.002812	0.000542	0.000703	0.000330	0.001029
0.002969	0.000450	0.000716	0.000307	6.313016E-5
0.003125	0.000477	0.000686	0.000302	0.000100
0.003281	0.000596	0.000474	0.000283	7.043607E-5
0.003437	0.000524	0.000348	0.000332	0.001347
0.003594	0.000409	0.000523	0.000296	7.956846E-5
0.003750	0.000310	0.000537	0.000294	0.000761
0.003906	0.000357	0.000426	0.000307	0.000176
0.004062	0.000338	0.000255	0.000292	0.000522
0.004219	0.000434	0.000208	0.000323	4.074034E-6
0.004375	0.000402	0.000207	0.000333	0.000884
0.004531	0.000309	0.000251	0.000303	0.000299
0.004687	0.000232	0.000321	0.000331	0.001123
0.004844	0.000282	0.000235	0.000272	-2.575844E-5
0.005000	0.000462	0.000150	0.000304	0.000911
0.005156	0.000447	0.000175	0.000313	0.000699
0.005312	0.000450	0.000293	0.000289	0.000481
0.005469	0.000400	0.000382	0.000287	6.434781E-5
0.005625	0.000349	0.000499	0.000257	0.000693
0.005781	0.000419	0.000564	0.000330	0.001225
0.005937	0.000554	0.000500	0.000308	-0.000325
0.006094	0.000581	0.000501	0.000292	0.000990
0.006250	0.000478	0.000700	0.000299	0.000875
0.006406	0.000512	0.000769	0.000288	-3.793496E-5
0.006562	0.000584	0.000670	0.000314	0.001052
0.006719	0.000536	0.000663	0.000253	0.001000
0.006875	0.000576	0.000664	0.000325	-0.000165
0.007031	0.000538	0.000700	0.000303	0.001207
0.007187	0.000426	0.000690	0.000313	0.000521
0.007344	0.000436	0.000698	0.000307	-0.000126
0.007500	0.000499	0.000569	0.000345	0.000347
0.007656	0.000557	0.000396	0.000322	0.001964
0.007812	0.000374	0.000538	0.000292	-0.000467
0.007969	0.000313	0.000568	0.000332	0.000237
0.008125	0.000351	0.000395	0.000305	0.001045
0.008281	0.000398	0.000280	0.000347	0.000151
0.008437	0.000377	0.000191	0.000311	0.000537
0.008594	0.000384	0.000163	0.000300	0.000339
0.008750	0.000291	0.000202	0.000374	0.001263
0.008906	0.000189	0.000342	0.000297	0.000401
0.009062	0.000287	0.000296	0.000307	0.000246
0.009219	0.000435	0.000141	0.000302	0.000227
0.009375	0.000437	0.000176	0.000286	0.000354
0.009531	0.000421	0.000301	0.000308	0.000505
0.009687	0.000374	0.000435	0.000338	0.001726
0.009844	0.000299	0.000586	0.000265	-0.000695
0.010000	0.000358	0.000593	0.000320	0.000269
0.010156	0.000633	0.000444	0.000333	-0.000123
0.010312	0.000650	0.000449	0.000296	0.001721
0.010469	0.000506	0.000619	0.000333	-0.000233
0.010625	0.000427	0.000800	0.000332	0.000298
0.010781	0.000497	0.000698	0.000331	0.000479
0.010937	0.000569	0.000690	0.000346	0.001840
0.011094	0.000615	0.000636	0.000308	-0.001679
0.011250	0.000624	0.000632	0.000318	0.000940
0.011406	0.000512	0.000724	0.000330	0.001294
0.011562	0.000357	0.000781	0.000318	-0.000730
0.011719	0.000481	0.000590	0.000310	-0.000148
0.011875	0.000556	0.000433	0.000340	0.000854
0.012031	0.000462	0.000512	0.000333	0.000325
0.012187	0.000404	0.000481	0.000350	-0.000129
0.012344	0.000416	0.000363	0.000339	0.000491
0.012500	0.000363	0.000286	0.000306	6.069485E-5
0.012656	0.000319	0.000213	0.000344	-0.000451
0.012812	0.000333	0.000232	0.000344	0.000294
0.012969	0.000292	0.000217	0.000353	0.000701
0.013125	0.000276	0.000271	0.000299	0.000483
0.013281	0.000321	0.000281	0.000320	-0.000609
0.013437	0.000360	0.000165	0.000269	-1.662605E-5
0.013594	0.000365	0.000190	0.000299	0.000772
0.013750	0.000401	0.000360	0.000299	0.000380
